usertrend_id,tweet_id,user_id,tweet_url
Kaepernick7-201608,769902202852958208,Colin Kaepernick,https://twitter.com/u/status/769902202852958208
Kaepernick7-201608,769910395070930945,Colin Kaepernick,https://twitter.com/u/status/769910395070930945
Kaepernick7-201608,769923113853128704,Colin Kaepernick,https://twitter.com/u/status/769923113853128704
Kaepernick7-201608,769795173735817217,Colin Kaepernick,https://twitter.com/u/status/769795173735817217
Kaepernick7-201608,769938736956276736,Colin Kaepernick,https://twitter.com/u/status/769938736956276736
Kaepernick7-201608,769940450337841153,Colin Kaepernick,https://twitter.com/u/status/769940450337841153
Kaepernick7-201608,770030769125330948,Colin Kaepernick,https://twitter.com/u/status/770030769125330948
Kaepernick7-201608,769932754733498368,Colin Kaepernick,https://twitter.com/u/status/769932754733498368
Kaepernick7-201608,770044774493655042,Colin Kaepernick,https://twitter.com/u/status/770044774493655042
Kaepernick7-201608,770007939931332609,Colin Kaepernick,https://twitter.com/u/status/770007939931332609
Kaepernick7-201608,769993427786268674,Colin Kaepernick,https://twitter.com/u/status/769993427786268674
Kaepernick7-201608,769757887950315521,Colin Kaepernick,https://twitter.com/u/status/769757887950315521
Kaepernick7-201608,769747731430727680,Colin Kaepernick,https://twitter.com/u/status/769747731430727680
Kaepernick7-201608,769738893424005121,Colin Kaepernick,https://twitter.com/u/status/769738893424005121
Kaepernick7-201608,769957358936137728,Colin Kaepernick,https://twitter.com/u/status/769957358936137728
Kaepernick7-201608,769687479947436032,Colin Kaepernick,https://twitter.com/u/status/769687479947436032
Kaepernick7-201608,770047024481927169,Colin Kaepernick,https://twitter.com/u/status/770047024481927169
Kaepernick7-201608,769726965796311040,Colin Kaepernick,https://twitter.com/u/status/769726965796311040
Kaepernick7-201608,770043382957805568,Colin Kaepernick,https://twitter.com/u/status/770043382957805568
Kaepernick7-201608,769899225442246657,Colin Kaepernick,https://twitter.com/u/status/769899225442246657
Kaepernick7-201608,770044993910272000,Colin Kaepernick,https://twitter.com/u/status/770044993910272000
Kaepernick7-201608,769754978013605889,Colin Kaepernick,https://twitter.com/u/status/769754978013605889
Kaepernick7-201608,769709606188650496,Colin Kaepernick,https://twitter.com/u/status/769709606188650496
Kaepernick7-201608,770039139874070528,Colin Kaepernick,https://twitter.com/u/status/770039139874070528
Kaepernick7-201608,769724835471687680,Colin Kaepernick,https://twitter.com/u/status/769724835471687680
Kaepernick7-201608,770016146632351745,Colin Kaepernick,https://twitter.com/u/status/770016146632351745
Kaepernick7-201608,769932285982314501,Colin Kaepernick,https://twitter.com/u/status/769932285982314501
Kaepernick7-201608,770010736395481088,Colin Kaepernick,https://twitter.com/u/status/770010736395481088
Kaepernick7-201608,769710204565000192,Colin Kaepernick,https://twitter.com/u/status/769710204565000192
Kaepernick7-201608,769948339450163200,Colin Kaepernick,https://twitter.com/u/status/769948339450163200
Kaepernick7-201608,769717478041587712,Colin Kaepernick,https://twitter.com/u/status/769717478041587712
Kaepernick7-201608,769736719465844736,Colin Kaepernick,https://twitter.com/u/status/769736719465844736
Kaepernick7-201608,769762258301911040,Colin Kaepernick,https://twitter.com/u/status/769762258301911040
Kaepernick7-201608,769916840541904897,Colin Kaepernick,https://twitter.com/u/status/769916840541904897
Kaepernick7-201608,769975350109634560,Colin Kaepernick,https://twitter.com/u/status/769975350109634560
Kaepernick7-201608,770021959589584896,Colin Kaepernick,https://twitter.com/u/status/770021959589584896
Kaepernick7-201608,769979860601204736,Colin Kaepernick,https://twitter.com/u/status/769979860601204736
Kaepernick7-201608,769986361965379584,Colin Kaepernick,https://twitter.com/u/status/769986361965379584
Kaepernick7-201608,770036987134873601,Colin Kaepernick,https://twitter.com/u/status/770036987134873601
Kaepernick7-201608,769994552908406785,Colin Kaepernick,https://twitter.com/u/status/769994552908406785
Kaepernick7-201608,769739314003607552,Colin Kaepernick,https://twitter.com/u/status/769739314003607552
Kaepernick7-201608,769854984921808897,Colin Kaepernick,https://twitter.com/u/status/769854984921808897
Kaepernick7-201608,769892503587815424,Colin Kaepernick,https://twitter.com/u/status/769892503587815424
Kaepernick7-201608,769730532800421888,Colin Kaepernick,https://twitter.com/u/status/769730532800421888
Kaepernick7-201608,769717807923601408,Colin Kaepernick,https://twitter.com/u/status/769717807923601408
Kaepernick7-201608,769749904981766144,Colin Kaepernick,https://twitter.com/u/status/769749904981766144
Kaepernick7-201608,769841849586491392,Colin Kaepernick,https://twitter.com/u/status/769841849586491392
Kaepernick7-201608,769917384907952129,Colin Kaepernick,https://twitter.com/u/status/769917384907952129
Kaepernick7-201608,769936105860771841,Colin Kaepernick,https://twitter.com/u/status/769936105860771841
Kaepernick7-201608,769927234450628608,Colin Kaepernick,https://twitter.com/u/status/769927234450628608
Kaepernick7-201608,769973516548640769,Colin Kaepernick,https://twitter.com/u/status/769973516548640769
Kaepernick7-201608,769738156098875392,Colin Kaepernick,https://twitter.com/u/status/769738156098875392
Kaepernick7-201608,769977729844387840,Colin Kaepernick,https://twitter.com/u/status/769977729844387840
Kaepernick7-201608,769923715085643776,Colin Kaepernick,https://twitter.com/u/status/769923715085643776
Kaepernick7-201608,769741800928010240,Colin Kaepernick,https://twitter.com/u/status/769741800928010240
Kaepernick7-201608,769945128576352256,Colin Kaepernick,https://twitter.com/u/status/769945128576352256
Kaepernick7-201608,769741009508966400,Colin Kaepernick,https://twitter.com/u/status/769741009508966400
Kaepernick7-201608,769939077034569728,Colin Kaepernick,https://twitter.com/u/status/769939077034569728
Kaepernick7-201608,769732942272659456,Colin Kaepernick,https://twitter.com/u/status/769732942272659456
Kaepernick7-201608,769686917696794625,Colin Kaepernick,https://twitter.com/u/status/769686917696794625
Kaepernick7-201608,769961117145759746,Colin Kaepernick,https://twitter.com/u/status/769961117145759746
Kaepernick7-201608,770018984943087620,Colin Kaepernick,https://twitter.com/u/status/770018984943087620
Kaepernick7-201608,769717673219338240,Colin Kaepernick,https://twitter.com/u/status/769717673219338240
Kaepernick7-201608,769695399166697472,Colin Kaepernick,https://twitter.com/u/status/769695399166697472
Kaepernick7-201608,769857231642824704,Colin Kaepernick,https://twitter.com/u/status/769857231642824704
Kaepernick7-201608,770023277137920004,Colin Kaepernick,https://twitter.com/u/status/770023277137920004
Kaepernick7-201608,769934199759384577,Colin Kaepernick,https://twitter.com/u/status/769934199759384577
Kaepernick7-201608,770029291404951553,Colin Kaepernick,https://twitter.com/u/status/770029291404951553
Kaepernick7-201608,770037127199526913,Colin Kaepernick,https://twitter.com/u/status/770037127199526913
Kaepernick7-201608,770028258003980289,Colin Kaepernick,https://twitter.com/u/status/770028258003980289
Kaepernick7-201608,770041441213091840,Colin Kaepernick,https://twitter.com/u/status/770041441213091840
Kaepernick7-201608,769712797634539525,Colin Kaepernick,https://twitter.com/u/status/769712797634539525
Kaepernick7-201608,769925169913614336,Colin Kaepernick,https://twitter.com/u/status/769925169913614336
Kaepernick7-201608,769875441092071424,Colin Kaepernick,https://twitter.com/u/status/769875441092071424
Kaepernick7-201608,769755498690191361,Colin Kaepernick,https://twitter.com/u/status/769755498690191361
Kaepernick7-201608,769850629162463234,Colin Kaepernick,https://twitter.com/u/status/769850629162463234
Kaepernick7-201608,770039486898180096,Colin Kaepernick,https://twitter.com/u/status/770039486898180096
Kaepernick7-201608,769858925566930944,Colin Kaepernick,https://twitter.com/u/status/769858925566930944
Kaepernick7-201608,769734143546490880,Colin Kaepernick,https://twitter.com/u/status/769734143546490880
Kaepernick7-201608,769966408071544832,Colin Kaepernick,https://twitter.com/u/status/769966408071544832
Kaepernick7-201608,769994290877595649,Colin Kaepernick,https://twitter.com/u/status/769994290877595649
Kaepernick7-201608,769691141214044160,Colin Kaepernick,https://twitter.com/u/status/769691141214044160
Kaepernick7-201608,769935428577210368,Colin Kaepernick,https://twitter.com/u/status/769935428577210368
Kaepernick7-201608,769886105583947777,Colin Kaepernick,https://twitter.com/u/status/769886105583947777
Kaepernick7-201608,769984843937619968,Colin Kaepernick,https://twitter.com/u/status/769984843937619968
Kaepernick7-201608,769708802081980416,Colin Kaepernick,https://twitter.com/u/status/769708802081980416
Kaepernick7-201608,769942964009172993,Colin Kaepernick,https://twitter.com/u/status/769942964009172993
Kaepernick7-201608,769890466535870464,Colin Kaepernick,https://twitter.com/u/status/769890466535870464
Kaepernick7-201608,769778577671856129,Colin Kaepernick,https://twitter.com/u/status/769778577671856129
Kaepernick7-201608,769712559616167936,Colin Kaepernick,https://twitter.com/u/status/769712559616167936
Kaepernick7-201608,769941916045615104,Colin Kaepernick,https://twitter.com/u/status/769941916045615104
Kaepernick7-201608,769730412797100032,Colin Kaepernick,https://twitter.com/u/status/769730412797100032
Kaepernick7-201608,770001697406066688,Colin Kaepernick,https://twitter.com/u/status/770001697406066688
Kaepernick7-201608,769707997635354625,Colin Kaepernick,https://twitter.com/u/status/769707997635354625
Kaepernick7-201608,769861875957760000,Colin Kaepernick,https://twitter.com/u/status/769861875957760000
Kaepernick7-201608,769966611595943936,Colin Kaepernick,https://twitter.com/u/status/769966611595943936
Kaepernick7-201608,769688485754236932,Colin Kaepernick,https://twitter.com/u/status/769688485754236932
Kaepernick7-201608,769864564108296192,Colin Kaepernick,https://twitter.com/u/status/769864564108296192
Kaepernick7-201608,769719385372004352,Colin Kaepernick,https://twitter.com/u/status/769719385372004352
Kaepernick7-201608,769688822057533440,Colin Kaepernick,https://twitter.com/u/status/769688822057533440
Kaepernick7-201608,770047754219450368,Colin Kaepernick,https://twitter.com/u/status/770047754219450368
Kaepernick7-201608,769903181820231681,Colin Kaepernick,https://twitter.com/u/status/769903181820231681
Kaepernick7-201608,769942091262664704,Colin Kaepernick,https://twitter.com/u/status/769942091262664704
Kaepernick7-201608,770019352049508352,Colin Kaepernick,https://twitter.com/u/status/770019352049508352
Kaepernick7-201608,769932026489085952,Colin Kaepernick,https://twitter.com/u/status/769932026489085952
Kaepernick7-201608,770030874754768896,Colin Kaepernick,https://twitter.com/u/status/770030874754768896
Kaepernick7-201608,770035673327886337,Colin Kaepernick,https://twitter.com/u/status/770035673327886337
Kaepernick7-201608,770039131477082113,Colin Kaepernick,https://twitter.com/u/status/770039131477082113
Kaepernick7-201608,769913735796363266,Colin Kaepernick,https://twitter.com/u/status/769913735796363266
Kaepernick7-201608,770002098742329344,Colin Kaepernick,https://twitter.com/u/status/770002098742329344
Kaepernick7-201608,769896369414955008,Colin Kaepernick,https://twitter.com/u/status/769896369414955008
Kaepernick7-201608,769697239463788544,Colin Kaepernick,https://twitter.com/u/status/769697239463788544
Kaepernick7-201608,770003744713019392,Colin Kaepernick,https://twitter.com/u/status/770003744713019392
Kaepernick7-201608,769907429136035842,Colin Kaepernick,https://twitter.com/u/status/769907429136035842
Kaepernick7-201608,769905838932783104,Colin Kaepernick,https://twitter.com/u/status/769905838932783104
Kaepernick7-201608,770042018580029441,Colin Kaepernick,https://twitter.com/u/status/770042018580029441
Kaepernick7-201608,770035486257799168,Colin Kaepernick,https://twitter.com/u/status/770035486257799168
Kaepernick7-201608,769770843748438016,Colin Kaepernick,https://twitter.com/u/status/769770843748438016
Kaepernick7-201608,769977206504353792,Colin Kaepernick,https://twitter.com/u/status/769977206504353792
Kaepernick7-201608,770038875968405505,Colin Kaepernick,https://twitter.com/u/status/770038875968405505
Kaepernick7-201608,769729157689331712,Colin Kaepernick,https://twitter.com/u/status/769729157689331712
Kaepernick7-201608,769961677794189312,Colin Kaepernick,https://twitter.com/u/status/769961677794189312
Kaepernick7-201608,769705517455257601,Colin Kaepernick,https://twitter.com/u/status/769705517455257601
Kaepernick7-201608,769702815170043904,Colin Kaepernick,https://twitter.com/u/status/769702815170043904
Kaepernick7-201608,769979853034708992,Colin Kaepernick,https://twitter.com/u/status/769979853034708992
Kaepernick7-201608,769734787623821312,Colin Kaepernick,https://twitter.com/u/status/769734787623821312
Kaepernick7-201608,769724404330889216,Colin Kaepernick,https://twitter.com/u/status/769724404330889216
Kaepernick7-201608,769692063394832384,Colin Kaepernick,https://twitter.com/u/status/769692063394832384
Kaepernick7-201608,770026047005941762,Colin Kaepernick,https://twitter.com/u/status/770026047005941762
Kaepernick7-201608,769744035292471296,Colin Kaepernick,https://twitter.com/u/status/769744035292471296
Kaepernick7-201608,769704568888274944,Colin Kaepernick,https://twitter.com/u/status/769704568888274944
Kaepernick7-201608,769827631508299776,Colin Kaepernick,https://twitter.com/u/status/769827631508299776
Kaepernick7-201608,769695926520688640,Colin Kaepernick,https://twitter.com/u/status/769695926520688640
Kaepernick7-201608,769730584608333824,Colin Kaepernick,https://twitter.com/u/status/769730584608333824
Kaepernick7-201608,769981355111448577,Colin Kaepernick,https://twitter.com/u/status/769981355111448577
Kaepernick7-201608,769745749940711424,Colin Kaepernick,https://twitter.com/u/status/769745749940711424
Kaepernick7-201608,769868646814457856,Colin Kaepernick,https://twitter.com/u/status/769868646814457856
Kaepernick7-201608,769996752476835845,Colin Kaepernick,https://twitter.com/u/status/769996752476835845
Kaepernick7-201608,770034476374224896,Colin Kaepernick,https://twitter.com/u/status/770034476374224896
Kaepernick7-201608,769759539197423617,Colin Kaepernick,https://twitter.com/u/status/769759539197423617
Kaepernick7-201608,769950957517934592,Colin Kaepernick,https://twitter.com/u/status/769950957517934592
Kaepernick7-201608,769766015844483072,Colin Kaepernick,https://twitter.com/u/status/769766015844483072
Kaepernick7-201608,769736830082318336,Colin Kaepernick,https://twitter.com/u/status/769736830082318336
Kaepernick7-201608,769784623110901760,Colin Kaepernick,https://twitter.com/u/status/769784623110901760
Kaepernick7-201608,769864899191267328,Colin Kaepernick,https://twitter.com/u/status/769864899191267328
Kaepernick7-201608,769959366107795456,Colin Kaepernick,https://twitter.com/u/status/769959366107795456
Kaepernick7-201608,769879368768249856,Colin Kaepernick,https://twitter.com/u/status/769879368768249856
Kaepernick7-201608,769968863110914048,Colin Kaepernick,https://twitter.com/u/status/769968863110914048
Kaepernick7-201608,770002120607162371,Colin Kaepernick,https://twitter.com/u/status/770002120607162371
Kaepernick7-201608,769954121591902210,Colin Kaepernick,https://twitter.com/u/status/769954121591902210
Kaepernick7-201608,769928219889893376,Colin Kaepernick,https://twitter.com/u/status/769928219889893376
Kaepernick7-201608,770047345429999617,Colin Kaepernick,https://twitter.com/u/status/770047345429999617
Kaepernick7-201608,769717299926347777,Colin Kaepernick,https://twitter.com/u/status/769717299926347777
Kaepernick7-201608,769786437566889984,Colin Kaepernick,https://twitter.com/u/status/769786437566889984
Kaepernick7-201608,770018108119584769,Colin Kaepernick,https://twitter.com/u/status/770018108119584769
Kaepernick7-201608,769924266808578048,Colin Kaepernick,https://twitter.com/u/status/769924266808578048
Kaepernick7-201608,769967765226749953,Colin Kaepernick,https://twitter.com/u/status/769967765226749953
Kaepernick7-201608,769756551640862720,Colin Kaepernick,https://twitter.com/u/status/769756551640862720
Kaepernick7-201608,769710621147430912,Colin Kaepernick,https://twitter.com/u/status/769710621147430912
Kaepernick7-201608,769878038691491840,Colin Kaepernick,https://twitter.com/u/status/769878038691491840
Kaepernick7-201608,769995380536795137,Colin Kaepernick,https://twitter.com/u/status/769995380536795137
Kaepernick7-201608,770024951244005377,Colin Kaepernick,https://twitter.com/u/status/770024951244005377
Kaepernick7-201608,770026023215886336,Colin Kaepernick,https://twitter.com/u/status/770026023215886336
Kaepernick7-201608,769827944957116416,Colin Kaepernick,https://twitter.com/u/status/769827944957116416
Kaepernick7-201608,769742521660563457,Colin Kaepernick,https://twitter.com/u/status/769742521660563457
Kaepernick7-201608,770023841351495680,Colin Kaepernick,https://twitter.com/u/status/770023841351495680
Kaepernick7-201608,769751014983536640,Colin Kaepernick,https://twitter.com/u/status/769751014983536640
Kaepernick7-201608,769959510773424128,Colin Kaepernick,https://twitter.com/u/status/769959510773424128
Kaepernick7-201608,770025766516129793,Colin Kaepernick,https://twitter.com/u/status/770025766516129793
Kaepernick7-201608,770042674925699076,Colin Kaepernick,https://twitter.com/u/status/770042674925699076
Kaepernick7-201608,769694599988277248,Colin Kaepernick,https://twitter.com/u/status/769694599988277248
Kaepernick7-201608,770020421097943040,Colin Kaepernick,https://twitter.com/u/status/770020421097943040
Kaepernick7-201608,769731456339881985,Colin Kaepernick,https://twitter.com/u/status/769731456339881985
Kaepernick7-201608,769716600404606976,Colin Kaepernick,https://twitter.com/u/status/769716600404606976
Kaepernick7-201608,769756829790330880,Colin Kaepernick,https://twitter.com/u/status/769756829790330880
Kaepernick7-201608,769738586216361984,Colin Kaepernick,https://twitter.com/u/status/769738586216361984
Kaepernick7-201608,770045064378720258,Colin Kaepernick,https://twitter.com/u/status/770045064378720258
Kaepernick7-201608,769869163246608385,Colin Kaepernick,https://twitter.com/u/status/769869163246608385
Kaepernick7-201608,769693700448485376,Colin Kaepernick,https://twitter.com/u/status/769693700448485376
Kaepernick7-201608,769744109145694208,Colin Kaepernick,https://twitter.com/u/status/769744109145694208
Kaepernick7-201608,769706445638029312,Colin Kaepernick,https://twitter.com/u/status/769706445638029312
Kaepernick7-201608,770019493976367104,Colin Kaepernick,https://twitter.com/u/status/770019493976367104
Kaepernick7-201608,770020762296147969,Colin Kaepernick,https://twitter.com/u/status/770020762296147969
Kaepernick7-201608,769720758947815429,Colin Kaepernick,https://twitter.com/u/status/769720758947815429
Kaepernick7-201608,769795994523426817,Colin Kaepernick,https://twitter.com/u/status/769795994523426817
Kaepernick7-201608,769937296955150340,Colin Kaepernick,https://twitter.com/u/status/769937296955150340
Kaepernick7-201608,769965329242095616,Colin Kaepernick,https://twitter.com/u/status/769965329242095616
Kaepernick7-201608,769718159104290817,Colin Kaepernick,https://twitter.com/u/status/769718159104290817
Kaepernick7-201608,769757370457128964,Colin Kaepernick,https://twitter.com/u/status/769757370457128964
Kaepernick7-201608,770033624896905216,Colin Kaepernick,https://twitter.com/u/status/770033624896905216
Kaepernick7-201608,770044822514270208,Colin Kaepernick,https://twitter.com/u/status/770044822514270208
Kaepernick7-201608,769731749882523649,Colin Kaepernick,https://twitter.com/u/status/769731749882523649
Kaepernick7-201608,769751729860587525,Colin Kaepernick,https://twitter.com/u/status/769751729860587525
Kaepernick7-201608,769702908346638336,Colin Kaepernick,https://twitter.com/u/status/769702908346638336
Kaepernick7-201608,770012114073321472,Colin Kaepernick,https://twitter.com/u/status/770012114073321472
Kaepernick7-201608,769760806254874624,Colin Kaepernick,https://twitter.com/u/status/769760806254874624
Kaepernick7-201608,770039274792157184,Colin Kaepernick,https://twitter.com/u/status/770039274792157184
Kaepernick7-201608,769760069571317760,Colin Kaepernick,https://twitter.com/u/status/769760069571317760
Kaepernick7-201608,769719077506023424,Colin Kaepernick,https://twitter.com/u/status/769719077506023424
Kaepernick7-201608,769769756496920577,Colin Kaepernick,https://twitter.com/u/status/769769756496920577
Kaepernick7-201608,769894120097742848,Colin Kaepernick,https://twitter.com/u/status/769894120097742848
Kaepernick7-201608,769757149115195392,Colin Kaepernick,https://twitter.com/u/status/769757149115195392
Kaepernick7-201608,770046182013935620,Colin Kaepernick,https://twitter.com/u/status/770046182013935620
Kaepernick7-201608,769696913314738176,Colin Kaepernick,https://twitter.com/u/status/769696913314738176
Kaepernick7-201608,770034074991857664,Colin Kaepernick,https://twitter.com/u/status/770034074991857664
Kaepernick7-201608,769853026559406080,Colin Kaepernick,https://twitter.com/u/status/769853026559406080
Kaepernick7-201608,769729658493423616,Colin Kaepernick,https://twitter.com/u/status/769729658493423616
Kaepernick7-201608,769719961166110720,Colin Kaepernick,https://twitter.com/u/status/769719961166110720
Kaepernick7-201608,769714482213892100,Colin Kaepernick,https://twitter.com/u/status/769714482213892100
Kaepernick7-201608,769728007212638208,Colin Kaepernick,https://twitter.com/u/status/769728007212638208
Kaepernick7-201608,769717076252565504,Colin Kaepernick,https://twitter.com/u/status/769717076252565504
Kaepernick7-201608,769876121051598848,Colin Kaepernick,https://twitter.com/u/status/769876121051598848
Kaepernick7-201608,769690066159558656,Colin Kaepernick,https://twitter.com/u/status/769690066159558656
Kaepernick7-201608,769889044025184256,Colin Kaepernick,https://twitter.com/u/status/769889044025184256
Kaepernick7-201608,770045063586050048,Colin Kaepernick,https://twitter.com/u/status/770045063586050048
Kaepernick7-201608,769749594645331969,Colin Kaepernick,https://twitter.com/u/status/769749594645331969
Kaepernick7-201608,769699143761756162,Colin Kaepernick,https://twitter.com/u/status/769699143761756162
